0.0479376310916,1.34225367057,33541
0.0479376310916,1.55797301048,33540
0.0479376310916,2.42085037013,16353
0.0479376310916,2.63656971004,15625
0.0479376310916,2.85228904995,15564
0.0479376310916,3.06800838986,15473
0.263656971004,1.55797301048,33418
0.263656971004,2.20513103021,23830
0.263656971004,2.63656971004,15988
0.263656971004,2.85228904995,15716
0.263656971004,3.06800838986,15536
0.479376310916,0.0479376310916,31236
0.479376310916,1.34225367057,36087
0.479376310916,1.55797301048,33389
0.479376310916,2.20513103021,11259
0.479376310916,3.06800838986,9592
0.695095650829,0.0479376310916,11836
0.695095650829,1.55797301048,33632
0.695095650829,2.85228904995,34482
0.910814990741,1.34225367057,33509
0.910814990741,1.55797301048,33361
0.910814990741,2.85228904995,14656
1.12653433065,1.34225367057,33662
1.12653433065,1.55797301048,33391
1.34225367057,1.55797301048,33358
1.55797301048,1.55797301048,33571
1.55797301048,2.85228904995,13080
1.77369235039,1.34225367057,36179
1.77369235039,1.55797301048,33632
1.77369235039,1.77369235039,33513
1.77369235039,2.20513103021,14869
1.77369235039,3.06800838986,20099
1.9894116903,1.55797301048,33692
1.9894116903,2.20513103021,34775
2.42085037013,0.0479376310916,16171
2.42085037013,0.263656971004,16110
2.42085037013,2.20513103021,23054
2.42085037013,2.85228904995,15281
2.42085037013,3.06800838986,38087
2.63656971004,0.0479376310916,15142
2.63656971004,0.263656971004,15780
2.63656971004,0.479376310916,16101
2.63656971004,0.695095650829,29573
2.63656971004,1.55797301048,33571
2.63656971004,2.85228904995,27720
2.63656971004,3.06800838986,27543
2.85228904995,0.0479376310916,10442
2.85228904995,0.263656971004,15807
2.85228904995,0.479376310916,16080
2.85228904995,1.55797301048,33452
2.85228904995,1.77369235039,33484
2.85228904995,2.85228904995,27545
3.06800838986,0.0479376310916,15567
3.06800838986,0.263656971004,15685
3.06800838986,0.479376310916,15898
3.06800838986,1.55797301048,33449
3.06800838986,1.77369235039,33510
3.06800838986,2.20513103021,38635
3.06800838986,2.85228904995,27602
3.06800838986,3.06800838986,27480
